record_id,phash,review_resolution,refined_similarity_status,refined_group_id,refined_group_representative,resolved_cleaning_status,resolved_exclusion_reason
rec_8c35b970a733278107ab,c1848ad2eb9e8adb,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_a557ba8f2c637269c24b,rec_1146c734b1f1ea384820,INCLUDE,
rec_8c3dcf31556620451cc2,c6c69a1819c7cf39,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8c46435582e2d65c3844,b9c4422399cceeb3,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_8d667c119c72865e5677,rec_5c0f83d549b455bc183c,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_8c467c32aaf743b100c7,9b32c74c19cd3c36,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_7fcfe908d39fc2e7f002,rec_09f1bc4fd370f78acfca,INCLUDE,
rec_8c4b1d85035b60a3c60b,9fc43b0a707b6551,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_c9daef551503355ebdad,rec_2bad6d983dbb8c24b971,INCLUDE,
rec_8c4dbce0fdac0353d51c,de516bae107b2364,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_8c528e5a64b5ad418064,c731c671cc369936,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_2988311f963f0ab63804,rec_6c35cc65305012184ad2,INCLUDE,
rec_8c5caf90527dd99412e9,d039383d1f98b5b4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_493311181ffa009e0356,rec_10fb0670286e7a113f98,INCLUDE,
rec_8c5e651aadc00525baba,a6f4381f75601f25,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_697a51abeb891a45fe12,rec_44437da2a3da9fc412eb,INCLUDE,
rec_8c5e6fc886a2ff218005,946b6b94c273bd84,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_4fbeb82f12db52fadeb1,rec_8c5e6fc886a2ff218005,INCLUDE,
rec_8c62b4d4bd1aa3b63745,f0cdb34694e0a7b8,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_0c5a3b9ee70bebd2e0b1,rec_6165095cdacedbfb3c93,INCLUDE,
rec_8c65edbb341089ee78d0,c04d6fd4e09d6e38,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_f8f8e97975889af88b9c,rec_3ef59b18cedb84e41cea,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_8c799b118cb6fba605a4,854a784d2fe87d4a,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_d80cd28d5e227fad98e8,rec_4b4b90c5de3fee0a9d49,INCLUDE,
rec_8c89cc071c6f086e7f3b,dc98392d2f87c8b4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_03e326a9d8c5b8ea3eeb,rec_579150fa1774472d76fb,INCLUDE,
rec_8c8cec9ce7ca170d569f,da9b32438c2bf692,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_e5dd7df79c07d1c75a7d,rec_8c8cec9ce7ca170d569f,INCLUDE,
rec_8c9667541fa75d06e182,92c7c3ce8e4e9392,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8c9a0bc7792ba7563640,bdb3a4a4513cc7a1,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_cf7772a063c59bf465dd,rec_8c9a0bc7792ba7563640,INCLUDE,
rec_8c9b897977a6fcb8649b,c7632bbf48e47482,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_84aa0564d805b636dd7d,rec_5cab30d5a5961bd5c61c,INCLUDE,
rec_8c9ee302bded3143aed8,d0693e9c639e624b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_dc0ca59eddb0e1545091,rec_8c9ee302bded3143aed8,INCLUDE,
rec_8ca08199d4c5a4a7366a,9acc656d6c9b2c2c,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8ca404e2b6406a619949,d668b5d88d653299,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_8cbf8181a9a7a4cea56c,b9c4422399cceeb3,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_8d667c119c72865e5677,rec_5c0f83d549b455bc183c,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_8cc44d6b37133d4ee7eb,c6309ae79932cdc3,STILL_UNCERTAIN,VERIFIED_NEAR_DUPLICATE,refined_664373e6b815a4d8ec6c,rec_36a7b3141a14093cd3f7,REVIEW,PERCEPTUAL_LABEL_CONFLICT
rec_8cc6cc579c0ec7a22756,c48633ca3ad127db,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_d93f391538ca036e6d64,rec_65feaf236644f8d0196a,INCLUDE,
rec_8cc72f0b400c148247d6,8e39216dc6c7c3c3,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_9992f3de6b84f99194a8,rec_090c19c11c2977439911,INCLUDE,
rec_8ce5844d3e8d172bdd28,f1c9662f99d81266,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_1edbd9f5b416363e384f,rec_65ba1cfb0a95eec23669,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_8ce9988c78ad32b76bcb,ec68319865c7659b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_c707bd0ce4597d521662,rec_16cb12441684599d0f12,INCLUDE,
rec_8ceb9d66bc08f467f6d6,f8c40718f4e7cad4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_d04d079fe5bfe17c7297,rec_7f4e3c5344e6b83eedf5,INCLUDE,
rec_8cebda9765a6c0729198,93a9205f791e781d,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_ba9f36e86ced84de2ace,rec_8cebda9765a6c0729198,INCLUDE,
rec_8cf944b4828310709282,dd9a362775e080d5,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_f29c1d65c30d5e8d163e,rec_3ab3eab9282d4dc9f1f7,INCLUDE,
rec_8cfd1aa1a39c720c2611,94857c343eb2e3b4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_c0a1dc829de0eb2b8d80,rec_3daeb5fc6d281bc15d81,INCLUDE,
rec_8d0328541a7c3ef96c65,8ecf993367648992,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_dc7520fd09405d88b221,rec_8d0328541a7c3ef96c65,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_8d1a415a1276d1eb7524,d0252fdad52d8a95,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_8d200f0ca1ce6703aa52,8121158753af5f2f,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_b000c43466faaee9ff74,rec_3d2e93657ac2602f8493,INCLUDE,
rec_8d24e3c5700a747d1db2,c8ae2ddb700b227d,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_ca166f3c3c4f90a4c890,rec_8d24e3c5700a747d1db2,INCLUDE,
rec_8d29e8c6a003694286f8,9a2cce39c6399c36,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_cf4cfcb86cea1efbabbc,rec_8ae2690e1b99dbf2f9a3,INCLUDE,
rec_8d454172ea2ede97ab80,ffacfc84b095b082,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_333eef5c9b22afe720da,rec_24142c1a92c17a86fe11,INCLUDE,
rec_8d4668e199332367b0fa,e86b359ee560d815,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_20250633300203bbe126,rec_8d4668e199332367b0fa,INCLUDE,
rec_8d4a2aea067ded284b74,a1975e69c007bfd0,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_4e0243bb26f303ee9e34,rec_2550ee0dde14e62060ff,INCLUDE,
rec_8d4a66636c440fd9a24b,9b336366366692c6,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_311999b741eaa26a78b5,rec_0e5ed89ee860018724e8,INCLUDE,
rec_8d4b5cf5b87170383ead,ce6186339a339b66,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8d50b5d1d0cf6d8a720d,c2f5b7998a1c071b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8b30493dc49e808650d7,rec_8710475e726e688614ae,INCLUDE,
rec_8d52bbf5449c24ab4c31,9a2e6dd0c62fb9c0,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_dc6895afe76384583b65,rec_8d52bbf5449c24ab4c31,INCLUDE,
rec_8d542d51b47e75a9d2bd,9a39cc4d69699c6c,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8d5bb4d7b2b707741d2c,94e233b436f0b64b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_13daf42342def578cc0b,rec_8d5bb4d7b2b707741d2c,INCLUDE,
rec_8d61803bf58623b5f600,936c93736c92926d,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8d6ce6eb4a172b3f62a1,ace4f4a86064fe6a,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_7eed774217c329733adf,rec_5563d1e7bd94c35ee56d,INCLUDE,
rec_8d6cec05517ef9050302,8e92716dc726b89c,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_66ef2ba07e530574ab07,rec_468d4864c8b8be717816,INCLUDE,
rec_8d73718aa4c42bc01429,9a9939cd6d9ac483,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_e2756934c36c7944c9f5,rec_8d73718aa4c42bc01429,INCLUDE,
rec_8d7415efa8bbfde9683f,c7338c3199739999,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8d75dd718a59ee679259,c69e8e999a399a61,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8d75e590c23792a11a6d,a76e138f1041fd71,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_abfed0c5db7da910459f,rec_00a5c36ca06e573b0de2,INCLUDE,
rec_8d800f29c0ad70a10c21,d2682993b679c9e4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_552abc1a343bc19c7e82,rec_8d800f29c0ad70a10c21,INCLUDE,
rec_8d825534dfd21bd01c1c,9ac7e68686ce864b,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8d86f7b4442b197ea132,fce214fd0b143f0a,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_3def42e5f93c534df660,rec_4625680e8705cd47c28b,INCLUDE,
rec_8d8a3e6611457835f6b0,9ab26d981c6d6566,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8d8fd90e4fc6d0caf9e9,db98c6646793c664,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_8ae946d34d57a18a3ecc,rec_8d8fd90e4fc6d0caf9e9,INCLUDE,
rec_8d99f93764623fb66191,9e9de1d3d0643e48,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_8da7d3ddc98c264ed3f6,cf67126c99669932,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8dacebdebd494ecca015,91c6cc993c6733c6,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_8dad7ff921ad4b8ed502,e796ca4ef09129cc,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_6e7f191bcecec45dd154,rec_3e79e96e2c318bdf5a04,INCLUDE,
rec_8db37e70dd21ce5caf5b,898dec787ad29ca1,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8f8b02224c6638ebb8d1,rec_6b5a88492fea666bfa34,INCLUDE,
rec_8db6a9fe4d9689e01b12,a5e54e1af0e4878d,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_3359f69a18f1aced40bf,rec_8db6a9fe4d9689e01b12,INCLUDE,
rec_8db7585e75fab7cfa6cf,dc7968b4161ec2d6,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_e5d92480065692f1e734,rec_8917aeac5685baf14a81,INCLUDE,
rec_8dc6577ad6a6257861aa,c7e686c69633c346,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8dc73d42541293ffa142,ce6c646cc6c3cc8b,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_df55e2c8b0d5fa3531d2,rec_65ebbab61c6e28d45293,INCLUDE,
rec_8dd492e4e15c622502c2,9b389849719e673a,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_94b190d241c6e7a552c0,rec_79be86d51913c66e257c,INCLUDE,
rec_8dda7b5218ed18b3716b,809f7f60c09f8f70,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_c239900b4b079e2862b6,rec_3520c46514e73323ff47,INCLUDE,
rec_8ddef1383d37494ff5aa,ce639239c7386cc3,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_d8f4ba5a36d3af29bb94,rec_6b2b4f12d1b0cc81bc4b,INCLUDE,
rec_8de30ce5814ab0e32398,97720e9364c7b558,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_6c93ec8b47e0e324ec10,rec_30f619278f6a84b6443d,INCLUDE,
rec_8deccc5ebd5abf349ee5,93cf9acd983c8938,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_5f8cbff995fdc8abf806,rec_67378c53a4b21e355982,INCLUDE,
rec_8df94be2d208dff64830,f976029be44c9b31,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_46d5ccdee36655ed2a7f,rec_8df94be2d208dff64830,INCLUDE,
rec_8dfa7bebf2c167f46a04,b5be6c444b2152f3,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_3f57c803033aaa628c5c,rec_409e17d00ed931ebb28b,INCLUDE,
rec_8e0231ee8c6cd7f6902d,ab5b3a0155a975a3,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_8e060e250bc6f698200c,cf6331699338c738,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_de87ec9dd1d4f0f332aa,rec_705fece8d321f7d5d597,INCLUDE,
rec_8e07ff23abd058d76b59,95663a3eb5331b90,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_f1c33411a9074e149923,rec_8e07ff23abd058d76b59,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_8e0e5b1e0f25d0f92fef,dac331e7303ae259,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_8e17fd68f60e92a03986,ad6bcace3f8b2140,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_acac88ca7786ea87c025,rec_78c9ce54cf60e50826d4,INCLUDE,
rec_8e1e45da5af9b222cfb5,ec9216a5d383e7e0,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_d50f4245b30d57a68701,rec_8e1e45da5af9b222cfb5,INCLUDE,
rec_8e218d81f343d2c29375,94b4b25966698f72,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_f74afea727fc50aa3512,rec_49f73b8c300c81342fe6,INCLUDE,
rec_8e2584c3508864aa97e4,875e7829e6919c4e,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_d23aba1d12d37decd6a0,rec_03d295a398405c32e57d,INCLUDE,
rec_8e263ed36b592939d220,9b8e988c18cd6d67,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8e2f6359d5d3b073cb0c,caf42c0bb339cce4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_e112d13cd8c0779224fe,rec_8e2f6359d5d3b073cb0c,INCLUDE,
rec_8e313fcf7a3dc882bb74,f95516aaec589325,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_58201fba53650a89ebcd,rec_8e313fcf7a3dc882bb74,INCLUDE,
rec_8e370e5e33a60a668bce,c639ce3198cccb39,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8e3ea7d01eabc40d7df2,9a6c9634c599c679,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8e3f70bd312459c17baa,90ac397b4d426f8d,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_72f5e68b51c8927a4fdf,rec_8e3f70bd312459c17baa,INCLUDE,
rec_8e4442f4fa796f88fe25,e8dd1700a97dc2e9,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_fb725ced1b78a5acda41,rec_8e4442f4fa796f88fe25,INCLUDE,
rec_8e4d62f0ea7d79591143,c7cec6989366926c,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8e5e652ff9512a0388a3,8a3dc9522d7b4a5a,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_64707671ae94740ff089,rec_3953bea8e70d39430dad,INCLUDE,
rec_8e60884b95c21b72b81f,cfc36936333c2631,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8e64cda3091b0fa5f9cf,cf99926cc7c99264,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8e65af6a0f0a9207f336,b22d0cd2ebe9901f,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_0d9e7c3073fd879cf2be,rec_662f1bc2d2fb77db8f1e,INCLUDE,
rec_8e682ebdf797a4a7f71c,e6cd81d01a577d4a,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_26e9599a3c5c97430cc8,rec_8e682ebdf797a4a7f71c,INCLUDE,
rec_8e6990cecbaed4ea799b,c1a250a257bd4bd7,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_22d113c183d83df36f9f,rec_32ad6d5e709f2c4d9d61,INCLUDE,
rec_8e6bbdd76973372dcc86,9234cd633499f3cc,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8e70464e12a9916cc30f,e09a9a61699676d9,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_8e7ba05dfbd7d5dbb208,fb755e59a82f3100,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_8e88abafa9d26deb8056,93cece98cc31c633,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8e8aeadacda5e8aff6c4,86c79acc9a30d3ce,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8e974c875fd011b06bcf,fc5c43a1a41cde69,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_994cf44fa78090ea1436,rec_72f7b1f6262d6391d318,INCLUDE,
rec_8ea157147266735570fd,b20e6ef58d009fcc,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_145544d5a608b56706b3,rec_0df63b30143f8df3d47c,INCLUDE,
rec_8eab6d8945e39655a835,c79a97189233cf13,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8eb210a2fffd33ccc1d2,9692d399cb19c731,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8eb38dfc4bfa083c5082,c636309f2a85c7c7,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_dd18a4caa1cc33b7f8fa,rec_32bcb5a8c0b847af8dad,INCLUDE,
rec_8ed08f48a1ba79c9861f,ce9239c963cc33c9,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8ed0a2b59f0e1a39c0a9,ce639269c338c7b2,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_a8ab1ffedfe6b201e43e,rec_700f3c04f0d8a219a1b8,INCLUDE,
rec_8ed9026c7cf94f27b009,81e678b85f3b0a47,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8c8269e909f7cc7d4a73,rec_156384fd00eb8e61cc34,INCLUDE,
rec_8ee9dee3cbc243113c9e,df51d6a0f6e830a2,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_7528471d9cbda8739656,rec_344ee84b932c55c410c0,INCLUDE,
rec_8f046c2b019687005edd,cb65666331936566,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8f1accf10e890bf2399e,df405f6b2be0be00,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8c0e52cfbea834ebb36f,rec_0e23029bd25b59b4f87b,INCLUDE,
rec_8f1fc55a101f8b6aa125,afc85037ca98b56a,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_755d3b865c47778e7168,rec_4dea91a0a642c2c416d2,INCLUDE,
rec_8f246388df46d339bc82,9bb337b8cb001c67,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_c76a9a25d80a03d550c2,rec_0a8f9a8ed90ec6066e95,INCLUDE,
rec_8f448221e7bb6bff0d68,984f67b0f4678a98,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_63c0d37ff0046c3d6ce0,rec_12ac2f923d3ccbdc5beb,INCLUDE,
rec_8f4d6aea6f6d2b156d1b,cfd8b9b9c5088dc8,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_659fa653658142ecc92e,rec_11ff84f7db383c80818a,INCLUDE,
rec_8f52f2e1157dacfa8472,d2222dd9da26a7d1,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_fc9bd714454c82a4bedd,rec_6b14f6be1bf4aa17987f,INCLUDE,
rec_8f6726b157affdf199e3,875078bfc74395d0,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_3fed7eb5ec6cafe0c460,rec_8f6726b157affdf199e3,INCLUDE,
rec_8f6800f411bb614bbf56,9bcd638ccf32cc22,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8f69a853ed3698831251,9a699a65927336b2,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8f7a7efa11275d2074dd,db93674c922cc6c6,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8f7e229e7ae611c2a60c,940e9969b55a4ba7,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_06153eaf63f8f16a55d5,rec_499c802670dde2fb7714,INCLUDE,
rec_8f89ebb196639b3a0c0b,d48fc057034cbbcd,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_e845a0fe566dc680cd84,rec_39aad47d6e6c1e37071c,INCLUDE,
rec_8f935b43cef942a5d135,c1b0b395e11c9f66,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_6cfd6d419799c2968f82,rec_8f935b43cef942a5d135,INCLUDE,
rec_8fa0b7e0287b1c51cf05,bf3700c86f01b87e,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_042e160e957528b73d88,rec_8fa0b7e0287b1c51cf05,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_8fa6018f7c4b4db7881d,fe201dc3039f363c,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_3de1736084d8d2fe5af1,rec_3c23148a2ab94d7ae765,INCLUDE,
rec_8fb11d5e0a629bd1fee3,8a9b7c49e2fcda02,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_8fb2f94a5b48c0eb11e8,9a89c5e1a8a09dfe,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_483005579b89bbbbac2a,rec_8fb2f94a5b48c0eb11e8,INCLUDE,
rec_8fb594e5ff4baa5a1eed,e7a4185bc6a0a95f,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_e04f12b46f62d9d9aa31,rec_14d80daaba4f63a5790e,INCLUDE,
rec_8fc1b7ba057a8cb06aec,deed70186d013e99,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_1165db56ec0c0d70f22b,rec_033aba862327089c9acb,INCLUDE,
rec_8fc5af690701685b325e,c46735b1f0cbe425,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_a058ac6f9a793c5d73f2,rec_7c644b0bb39d5987d459,INCLUDE,
rec_8fc7e4efb6e9a5123bcc,bd2162cc9933ee4c,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_c874da456d5cb92e00a6,rec_79bfd0ff5ed9a866e8b1,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_8fc856856ca759ffef34,cf64669ac6ce8938,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_d6869f68613cc853ef49,rec_8fc856856ca759ffef34,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_8fd41b8d8063add0e478,deae69510286279f,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8136a02ab18aec256036,rec_321aab875b5d2c210664,INCLUDE,
rec_8fdde26a45c4e0e9c9c1,9ac7399c611cc739,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8fe09fa5a7fb1ec91105,9330cf339c31cecc,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8fe37eef4f9dd07b6542,9e33316cc32cc736,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_8fe58b3ba7acdd066245,c5a937b742312dca,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_f43a1dbc329eebd6b48a,rec_2b7cad9fbdd7516c001f,INCLUDE,
rec_8ffdb09f41c8ca1e871e,9b8ee4ef9209cc98,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_fad2f8b7793bf05d6e78,rec_8ffdb09f41c8ca1e871e,INCLUDE,
rec_900ab93adc08caf80ef4,cba2365b551d49b4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_68f9303039da3ec3c66d,rec_40be7f3d1fb84a2ae10e,INCLUDE,
rec_901d6bd57cdf2edf7fee,80193fe76a857d94,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_51ef89616a6efadc0695,rec_44eb2a2b2705b6d49623,INCLUDE,
