refined_group_id,representative_record_id,member_count,training_member_count,locked_test_member_count,target_classes,datasets,similarity_method,minimum_dhash_distance,maximum_dhash_distance,minimum_phash_distance,maximum_phash_distance,minimum_orb_match_ratio,maximum_orb_match_ratio,minimum_orb_inlier_ratio,maximum_orb_inlier_ratio,risk_status
refined_c4bd26bf3861e38901fe,rec_5e6991f33797949c1e63,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.92262774,0.92262774,0.99525316,0.99525316,VERIFIED_NEAR_DUPLICATE
refined_f65f8a75dbfdcdff8a97,rec_5e6a56217bdfb223bc51,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.66569767,0.66569767,0.91484716,0.91484716,VERIFIED_NEAR_DUPLICATE
refined_fe7a93f72497abdd414d,rec_5e6f0ea3ecf6dc1622d3,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96250000,0.96250000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_e4ac625d3aa506445d37,rec_5e77e6cfbe9ea3ff497d,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95500000,0.95500000,0.99869110,0.99869110,VERIFIED_NEAR_DUPLICATE
refined_8f5f325f04cc4a74b6af,rec_5e800120165cf41304a3,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.92207792,0.92207792,0.99859155,0.99859155,VERIFIED_NEAR_DUPLICATE
refined_df30ae89639f69cac12d,rec_5e88c07542055a47a910,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.71625000,0.71625000,0.98080279,0.98080279,VERIFIED_NEAR_DUPLICATE
refined_928beacaf5a25080f510,rec_5e8f42bd7393093a1d0f,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.93116883,0.93116883,0.99721060,0.99721060,VERIFIED_NEAR_DUPLICATE
refined_5627b9cb798b7e588dd6,rec_5e98a8bd0a5f23726460,3,3,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,2,4,0.73044693,0.75284091,0.95028681,0.97735849,VERIFIED_NEAR_DUPLICATE
refined_bd8b8906d0ca44008f74,rec_5e9daaa84d8d376028c9,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96250000,0.96250000,0.99610390,0.99610390,VERIFIED_NEAR_DUPLICATE
refined_809b03ceaef4ab183d96,rec_5eefb8d8ad46a746deb3,3,3,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,2,0.86500000,0.88375000,0.99421965,0.99575672,VERIFIED_NEAR_DUPLICATE
refined_969ec06ace870814d6e2,rec_5f2cbf7875b2c955b465,4,4,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,3,0,4,0.51750000,0.79625000,0.92028986,0.99215071,VERIFIED_NEAR_DUPLICATE
refined_3920b02ba70ef1d658a2,rec_5f2f8eccfdb2ce5c125e,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,4,4,0.67350746,0.67350746,0.98060942,0.98060942,VERIFIED_NEAR_DUPLICATE
refined_80f81f7395e45ef714bc,rec_5f32647ff3a83c0c1610,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.93178893,0.93178893,0.99861878,0.99861878,VERIFIED_NEAR_DUPLICATE
refined_9c658eed0afa2bbed922,rec_5f32d48891928051eda1,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.79625000,0.79625000,0.99529042,0.99529042,VERIFIED_NEAR_DUPLICATE
refined_1d70d8fd7fe70902d6ee,rec_5f33cef7f892f98eac46,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.69375000,0.69375000,0.86306306,0.86306306,VERIFIED_NEAR_DUPLICATE
refined_270d3cbb622cd5db8b75,rec_5f472a319aee816d07d6,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,4,4,0.38375000,0.38375000,0.72312704,0.72312704,VERIFIED_NEAR_DUPLICATE
refined_be2fef4022b7fcadbb91,rec_5f5be2db0675e9dfe639,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99747155,0.99747155,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_d927a3be8121308da67c,rec_5f7344720d9fdc6c89ba,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96750000,0.96750000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_5fc4387555ff73370d0d,rec_5f8cea6cf275dee47e7b,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.93119266,0.93119266,0.99835796,0.99835796,VERIFIED_NEAR_DUPLICATE
refined_49e138c14f8e9d8925bc,rec_5facf0d4a9b83a3c399d,4,4,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,2,0,4,0.42500000,0.94591195,0.80341880,0.99468085,VERIFIED_NEAR_DUPLICATE
refined_d5cc8e8b7f0de5b620f5,rec_5fb324e69014905fa2c4,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,0,0,0.90455213,0.90455213,0.99512987,0.99512987,VERIFIED_NEAR_DUPLICATE
refined_6bfa99d5fb310cacbfc9,rec_5ff9780927bc4a380960,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.94220430,0.94220430,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_24f698b2fa92e91c7de0,rec_601d016585cf12d578a1,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95000000,0.95000000,0.99736842,0.99736842,VERIFIED_NEAR_DUPLICATE
refined_5e8ba603b094120988f2,rec_602ed0ac1fb5bcf81d10,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.78132992,0.78132992,0.98363339,0.98363339,VERIFIED_NEAR_DUPLICATE
refined_ef218b4616e4530ac55f,rec_604ab6a9d1f9d165e0d8,3,3,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,0,0,0.73211781,0.76529161,0.87739464,0.97583643,VERIFIED_NEAR_DUPLICATE
refined_cf42cd22c79fdc9de269,rec_6057a7789bc5fe72cbef,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95750000,0.95750000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_fd049365b2f281a19592,rec_607e3f94a70198323d57,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99625000,0.99625000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_ed3e77e650940548fc62,rec_6081d8b964df6d06935a,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94375000,0.94375000,0.99735099,0.99735099,VERIFIED_NEAR_DUPLICATE
refined_486a62b92756bd41191a,rec_609a17fc372113d40bb5,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.90829694,0.90829694,0.99679487,0.99679487,VERIFIED_NEAR_DUPLICATE
refined_6506f91f85be673c02ff,rec_60d28d7a5ccca82c79ad,3,3,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.92375000,0.92875000,0.99730821,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_8378801a6294dcb3cf4c,rec_60d46a72c350a5530444,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94375000,0.94375000,0.99735099,0.99735099,VERIFIED_NEAR_DUPLICATE
refined_2d392a087e4fd22c2df9,rec_60d798a7766e7a7a77da,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,2,2,0.92682927,0.92682927,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_5dae374272affeb896f5,rec_60fe386ec050066c6ab0,3,3,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,1,0,2,0.92875000,0.94000000,0.99734043,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_04b8a38690ac3bff5e17,rec_611b7f6bf696d64bcd75,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,4,4,0.47875000,0.47875000,0.77284595,0.77284595,VERIFIED_NEAR_DUPLICATE
refined_d92c63ed9e234c74cb80,rec_614b567d436d0d1980a2,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.83250000,0.83250000,0.99849850,0.99849850,VERIFIED_NEAR_DUPLICATE
refined_062444a276586abc4335,rec_615c86789855c91422ad,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.73750000,0.73750000,0.91864407,0.91864407,VERIFIED_NEAR_DUPLICATE
refined_0c5a3b9ee70bebd2e0b1,rec_6165095cdacedbfb3c93,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.93017128,0.93017128,0.99716714,0.99716714,VERIFIED_NEAR_DUPLICATE
refined_7fc3b205a2821b1d5aeb,rec_616e18e9e3488430cbf7,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.61360719,0.61360719,0.97907950,0.97907950,VERIFIED_NEAR_DUPLICATE
refined_e2977e2900cfc62dfee2,rec_61710262c048240bb612,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.89867841,0.89867841,0.99509804,0.99509804,VERIFIED_NEAR_DUPLICATE
refined_230f81dbf4cea4119211,rec_6187d05a61cf4b9445b6,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99745870,0.99745870,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_cdce708ed18090ea9333,rec_619309e21ca0434f0b54,2,2,0,Tomato Early blight,PlantDoc,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,4,4,0.64250000,0.64250000,0.97665370,0.97665370,VERIFIED_NEAR_DUPLICATE
refined_6fb653064b82bc07adfe,rec_61a7e6f4de64ba0768ea,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99750000,0.99750000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_22a7ff3686845f138724,rec_61afa23abfbb5a859e19,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99375000,0.99375000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_494eefd8e79cbc55a76d,rec_61b19d77926c99377627,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96500000,0.96500000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_6c8b5506ea40ca65a13b,rec_61bb8407279848e0645a,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96950445,0.96950445,0.99475754,0.99475754,VERIFIED_NEAR_DUPLICATE
refined_59e60e5a533a02cf2559,rec_61bd41458d9bc68959a1,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.84375000,0.84375000,0.98962963,0.98962963,VERIFIED_NEAR_DUPLICATE
refined_b61e921591a27bdff091,rec_61d92a865956ac2759c9,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.94480946,0.94480946,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_38c6a59d5921c25b0e1c,rec_61e112241cddc8b1e066,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,2,2,0.79875000,0.79875000,0.98278560,0.98278560,VERIFIED_NEAR_DUPLICATE
refined_aaf84b20f734c17793aa,rec_61e5748c1a4887e3198d,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94375000,0.94375000,0.99735099,0.99735099,VERIFIED_NEAR_DUPLICATE
refined_ded80c940a6edb3efa79,rec_621ae655c6b320621ae0,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.98625000,0.98625000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_fc7dec1fd26f273d4c07,rec_624f1208df54c7e1cdb9,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.81875000,0.81875000,0.98473282,0.98473282,VERIFIED_NEAR_DUPLICATE
refined_c6275df54b43d1bdf66b,rec_6286d53141c68a877902,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.82250000,0.82250000,0.99392097,0.99392097,VERIFIED_NEAR_DUPLICATE
refined_a118cf9d4c06806e5819,rec_6288673dbe7abc945b76,3,3,0,Potato Early blight | Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.91750000,0.93750000,0.99863760,0.99866667,VERIFIED_LABEL_CONFLICT
refined_64ad06e2eec13b6eb678,rec_62acf03e8fa6c3c9bb9f,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,2,2,0.67326733,0.67326733,0.83088235,0.83088235,VERIFIED_NEAR_DUPLICATE
refined_584c5296da4e49058ae0,rec_62b3f7a05ebccb56ab64,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.93352192,0.93352192,0.99545455,0.99545455,VERIFIED_NEAR_DUPLICATE
refined_bcacc1869d931891ecc4,rec_62c43a9ddf8fdada38c0,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94566624,0.94566624,0.99726402,0.99726402,VERIFIED_NEAR_DUPLICATE
refined_9c9b6a8e277cf819ee15,rec_631df38a1deb98d8f476,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.96000000,0.96000000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_bd2c9dbf6013b58b892e,rec_631f4fc887eaddc12981,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94875000,0.94875000,0.99736495,0.99736495,VERIFIED_NEAR_DUPLICATE
refined_872972581d2c686f5c57,rec_6335bc6496851e7e2574,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99732977,0.99732977,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_5e2d9f78198bb41d1f14,rec_634857ced97808a7e5bf,2,2,0,Potato Early blight | Tomato Late blight,PlantDoc,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96500000,0.96500000,0.99740933,0.99740933,VERIFIED_LABEL_CONFLICT
refined_188e95b73a6b120d9052,rec_636382a3085e106567b4,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95875000,0.95875000,0.99869622,0.99869622,VERIFIED_NEAR_DUPLICATE
refined_093650e62aec4f43c512,rec_638a01633495fb1f9cd8,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99625000,0.99625000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_d443adc1909bef8c34aa,rec_639013cccfe1ad9de41a,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,4,4,0.46375000,0.46375000,0.70080863,0.70080863,VERIFIED_NEAR_DUPLICATE
refined_b0f76aa5e771f8736d5f,rec_63baa3e035be4fe25e6e,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96625000,0.96625000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_36d4870d84877b2d3cb1,rec_63bd79bbb53d5c0e60f3,2,2,0,Corn Cercospora leaf spot,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.97933884,0.97933884,0.99859353,0.99859353,VERIFIED_NEAR_DUPLICATE
refined_2ff6d6369863c9bef60d,rec_63c292c29e81aa5de0eb,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,2,2,0.77272727,0.77272727,0.96193772,0.96193772,VERIFIED_NEAR_DUPLICATE
refined_7a89427a0a211b836d8d,rec_63cb5b0ecdd4a2a8e214,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,4,4,0.57750000,0.57750000,0.83116883,0.83116883,VERIFIED_NEAR_DUPLICATE
refined_bc37fce6eb15ecc713c0,rec_63d30e18495a46227ad8,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99375000,0.99375000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_2201f999226123a0394f,rec_63e690fd2dff190e52d3,3,3,0,Potato Early blight | Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,16,16,0.20250000,0.21625000,0.77456647,0.82098765,VERIFIED_LABEL_CONFLICT
refined_b8d027125acbe0322296,rec_63ea99faae4f04061c98,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96125000,0.96125000,0.99739922,0.99739922,VERIFIED_NEAR_DUPLICATE
refined_21562e126c0d489dad8a,rec_642a0565e21dd322602f,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,4,4,0.48375000,0.48375000,0.96640827,0.96640827,VERIFIED_NEAR_DUPLICATE
refined_c31610949dd21278e2db,rec_64375b37aea91f2ff42b,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,4,4,0.64875000,0.64875000,0.90366089,0.90366089,VERIFIED_NEAR_DUPLICATE
refined_347db6afd4a459ec969f,rec_643f5bbd18321194a176,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94375000,0.94375000,0.99735099,0.99735099,VERIFIED_NEAR_DUPLICATE
refined_76d4f45c2e2352558dca,rec_6457bc1ce3772eaa8021,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,4,4,0.26388889,0.26388889,0.68899522,0.68899522,VERIFIED_NEAR_DUPLICATE
refined_d2db0d7c1ec330abdaf0,rec_6457d54a924b62c8f806,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,2,2,0.53875000,0.53875000,0.91647332,0.91647332,VERIFIED_NEAR_DUPLICATE
refined_b5865357b3a90a651dbd,rec_645b8545916164dcd1f9,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,2,2,0.67217281,0.67217281,0.98298677,0.98298677,VERIFIED_NEAR_DUPLICATE
refined_5968b3166414e371ac31,rec_64712d5130fd60232204,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,0,0,0.76552598,0.76552598,0.99172185,0.99172185,VERIFIED_NEAR_DUPLICATE
refined_aaee9d3c998bdde1ef03,rec_647443b832339a3db30c,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.79204108,0.79204108,0.97893031,0.97893031,VERIFIED_NEAR_DUPLICATE
refined_c747c9a21aeada24e574,rec_649678b64db119dc4440,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.93421053,0.93421053,0.99295775,0.99295775,VERIFIED_NEAR_DUPLICATE
refined_ad3c1be84ed88e01e63a,rec_64d411903081651a9f76,2,2,0,Tomato Bacterial spot | Tomato Septoria leaf spot,PlantDoc,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.30278884,0.30278884,0.92105263,0.92105263,VERIFIED_LABEL_CONFLICT
refined_231eb20984c739f2ac7f,rec_64de970c598d19747b0c,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,0,0,0.65482234,0.65482234,0.95348837,0.95348837,VERIFIED_NEAR_DUPLICATE
refined_437b88df6e8d30f1f324,rec_64e047f4bcf17fac2404,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99500000,0.99500000,0.99874372,0.99874372,VERIFIED_NEAR_DUPLICATE
refined_4b100dfe621a0d023176,rec_64ec00fe8882ca45ab34,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.93915344,0.93915344,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_a1a0608b1fd2c9de345a,rec_64fbac0f12da73eade64,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.80026281,0.80026281,0.99507389,0.99507389,VERIFIED_NEAR_DUPLICATE
refined_a2f7d09a1fd116f1585a,rec_65121870c9c0a9f7e270,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.78750000,0.78750000,0.98888889,0.98888889,VERIFIED_NEAR_DUPLICATE
refined_7a688440021fe38974ce,rec_651f61355a6a4850184c,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.91786180,0.91786180,0.99715909,0.99715909,VERIFIED_NEAR_DUPLICATE
refined_10cd383b090964d84596,rec_6546fc4cbf435f5776fb,2,2,0,Potato Early blight | Tomato Late blight,PlantDoc,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.78250000,0.78250000,0.99520767,0.99520767,VERIFIED_LABEL_CONFLICT
refined_e907be2608c2edd290fd,rec_654706c20e8e34e6b821,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.77500000,0.77500000,0.96290323,0.96290323,VERIFIED_NEAR_DUPLICATE
refined_8a6b9d6c1538b415ca7c,rec_657df5a36906de3c3bc8,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.80375000,0.80375000,0.99688958,0.99688958,VERIFIED_NEAR_DUPLICATE
refined_1c46a9ed3b46855f89e6,rec_65927014c105c6e35308,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,4,4,0.42500000,0.42500000,0.81470588,0.81470588,VERIFIED_NEAR_DUPLICATE
refined_45363072406c17290249,rec_659b05643a396680590b,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,4,4,0.37125000,0.37125000,0.71717172,0.71717172,VERIFIED_NEAR_DUPLICATE
refined_1edbd9f5b416363e384f,rec_65ba1cfb0a95eec23669,3,3,0,Potato Early blight | Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96125000,0.96125000,0.99869961,1.00000000,VERIFIED_LABEL_CONFLICT
refined_fa6f7b64e9f0f8028b85,rec_65bde19d29a0f638876f,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.92750000,0.92750000,0.99730458,0.99730458,VERIFIED_NEAR_DUPLICATE
refined_017e9a8e9e26148ab7d5,rec_65bfac75475e410f25c6,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.94373402,0.94373402,0.99864499,0.99864499,VERIFIED_NEAR_DUPLICATE
refined_585600021ec084984f05,rec_65c608b4b0159ee1d126,3,3,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,4,0.72222222,0.77559055,0.91758242,0.98984772,VERIFIED_NEAR_DUPLICATE
refined_d27510cff4c3a074219f,rec_65eb7f960aba0d341cbf,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.76714286,0.76714286,0.99255121,0.99255121,VERIFIED_NEAR_DUPLICATE
refined_df55e2c8b0d5fa3531d2,rec_65ebbab61c6e28d45293,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95500000,0.95500000,0.99607330,0.99607330,VERIFIED_NEAR_DUPLICATE
