near_duplicate_group_id,risk_category,member_count,training_member_count,locked_test_member_count,dataset_count,datasets,target_class_count,target_classes,edge_count,minimum_hamming_distance,same_target_same_source_pairs,same_target_cross_source_pairs,different_target_pairs,train_to_locked_benchmark_pairs,other_pairs
near_760cdfba5bfecf29fa1d,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,1,1,0,0,0,0
near_760d91aed280cce6016a,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_76270ecaa638a33a3e15,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,4,1,0,0,0,0
near_762b801908b4a49256ae,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,0,1,0,0,0,0
near_762d1c1c04ce0d0c1648,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_76352ee45e8c9a7f64be,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_76a29534e462a81ed68f,LOW_SAME_TARGET_SAME_SOURCE,4,4,0,1,PLDD-UP,1,Potato healthy,5,1,5,0,0,0,0
near_76c8c9470a0daf63703b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,1,1,0,0,0,0
near_76cadcc0a22f35001b33,LOW_SAME_TARGET_SAME_SOURCE,5,5,0,1,PLDD-UP,1,Potato Late blight,6,1,6,0,0,0,0
near_7700c93e25dcff78cbf6,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,2,1,0,0,0,0
near_77130dde2ff1f3aeee8a,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_771690139edb113e91c9,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_773fda3ed59b40148a7d,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_776ee29b2bf9664e4c86,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_777fc47207e0758c6ede,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_77849c2b63d5f707b3f0,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_77bdccbf1f466f76e0ff,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_77fb7b1befdf189aa1f8,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,2,1,0,0,0,0
near_781558ec88c782c6ac6f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_781b4e7b451abe0f0a12,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_784a8c6fe22f78b9f705,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_784eb058010144f5e80f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,2,1,0,0,0,0
near_7867b56079c842418cf5,LOW_SAME_TARGET_SAME_SOURCE,4,4,0,1,PLDD-UP,1,Potato healthy,4,3,4,0,0,0,0
near_788fc19a7ab21f54709f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_78abe629084e62e1550c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,3,1,0,0,0,0
near_78ddc5650f0efa0ef9bc,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_78fb8efe7ee3e23a356c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7904198ff1e06093f492,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_790d341803c12c94e61f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_7915033860fca117626c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_792dde3eed3d1f4dc8c6,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,4,1,0,0,0,0
near_79338d3d7eccc2b7eca0,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_794bdb3c926a84df966b,DIFFERENT_TARGET,3,3,0,1,PLDD-UP,2,Potato Early blight | Potato healthy,3,0,1,0,2,0,0
near_7953ae9dc090c9e4978a,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7967f3d76c05fa0a7bfd,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_796d7a4af24617223f6d,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_79927ce31eaea1706168,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_79bd1bc820646f81aace,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato healthy,3,0,3,0,0,0,0
near_79f855c118f5cefcb60b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_79fdcba32314a274e295,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_7a02787ed05d0527a04c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_7a415991bf4af8dd9cd5,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn Cercospora leaf spot,1,0,1,0,0,0,0
near_7a4b6c75adda9db8d3ec,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_7a7c35c0295357231d4b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_7a81d2dbdac308ad1211,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_7a89f1e8203ce23b5cb9,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_7aae0cc68801652f2a86,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7abc92af34d2ec203baf,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,3,1,0,0,0,0
near_7ae57965aa88d905778c,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato healthy,3,0,3,0,0,0,0
near_7afb7ed1c5eba1960d2c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,2,1,0,0,0,0
near_7b02623e14c979453de7,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7b431c665e60bcd1e776,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7b4350286abc5596bf74,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7b46d9b04dfc39af00d8,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7b810501715331a87eed,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_7b941f3946c841e4ba8c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7ba1bbd6bad2a57cf396,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,1,1,0,0,0,0
near_7bb8f21250445ec5f62e,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7bbb0f1a7079a5eee4a0,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7bdbbb99a9d9f268cc35,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7be20b7a99b7ca407300,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_7c08dbebc993fb46aafb,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7c3443ae780216554f11,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7c60ab418c27c8bb00cb,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,1,1,0,0,0,0
near_7c77bd0d3ce3cc0f7359,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7c84fa4ecf8d3792f1e5,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7c887f2e16958a99baa2,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7cb5ade6b97c1cabbf8d,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7cd7dbd177ec15c01bf2,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7cddb8fe260da2683f64,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_7ce6e5f16b2a7d208349,LOW_SAME_TARGET_SAME_SOURCE,4,4,0,1,PLDD-UP,1,Potato healthy,4,0,4,0,0,0,0
near_7d3d6d7327808aa00dd6,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7d89a89bfaff1e1d3e18,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7d964d1644b04e86c301,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_7d9b03ece99a52cbc42f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7da543dd93b9318b9c01,DIFFERENT_TARGET,2,2,0,1,PLDD-UP,2,Potato Early blight | Potato Late blight,1,1,0,0,1,0,0
near_7dbb43a42415eb77218c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,2,1,0,0,0,0
near_7dd11d4f3d4d25a92f60,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7de261d3b0d4f6259326,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_7e01c8768f3f27a4209f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,2,1,0,0,0,0
near_7e1001ef8d4785fcd62b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,4,1,0,0,0,0
near_7e1c09667a1c225cb3fd,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Early blight,2,4,2,0,0,0,0
near_7e5c7b694b82dd3e9293,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7e7b846e7def434e6734,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7e982dbdc4f91a216021,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7e9ac6fa642097556d1f,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Early blight,2,1,2,0,0,0,0
near_7eab7d03722aa3353491,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_7eae2e8752a9224d4eef,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,4,1,0,0,0,0
near_7ee34350468767628f25,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7ee589540a1eafcfb2f9,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_7f32e3b43e4e43296ec5,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7f34efe19a5ce94038b9,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,3,1,0,0,0,0
near_7f44135562bbca6bcffb,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_7f5f6f11157af5a53110,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_7f65f47478d51db8dd90,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7f7dd4e06f06e1d97800,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_7fb778f4df882016fda2,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_7fb7cbe1d8b8c66b6d36,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_800e6c4839f485960e93,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_8011e3425ef177be15d8,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_8023eb39741b3dde51d6,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Early blight,2,2,2,0,0,0,0
near_804a42f4389ffe129d79,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_805829faba2ea3e32a1b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_8092615ca4878f6bc9ff,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,2,1,0,0,0,0
near_8094222866839700ca83,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_80a1ee7c7b9aa9055050,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_80dfd9e46012ad7d070b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_80f7eb0f6d94d22d1bb8,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Late blight,3,1,3,0,0,0,0
near_80fac50e1c8586f4c592,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_80fae5bd8e02341de03f,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato healthy,3,2,3,0,0,0,0
near_81114c2afe926ec1353b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_811268e62ef1ac635afc,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,2,1,0,0,0,0
near_8119d2ef4743f1ebd8f1,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,0,1,0,0,0,0
near_812812d7b740aa557f3f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,2,1,0,0,0,0
near_81e0b190228d20c69a7f,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PlantDoc,0,,1,0,0,0,0,0,1
near_81ff4b663cc383a8e86d,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,1,1,0,0,0,0
near_82114d7fc6172a78e7ae,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_826178c8597969a849a3,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_826ec28329933897826c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_828ba8ed252a70ebe32b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_829f84c915e32bdd43f3,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_82f79f0ec3331c264b02,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_8309e4972bb6102d75cd,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Late blight,3,1,3,0,0,0,0
near_834377374a3084290ae7,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_836f6ffec00f0b8fd221,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Late blight,2,3,2,0,0,0,0
near_837d8103d5d65677fc31,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_83808a64216d38dde489,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,2,1,0,0,0,0
near_83842cda3f0dca700ad0,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,2,1,0,0,0,0
near_83901fc818f58335a9e1,LOW_SAME_TARGET_SAME_SOURCE,3,3,0,1,PLDD-UP,1,Potato Early blight,2,4,2,0,0,0,0
near_83b738f77fa9251c1828,DIFFERENT_TARGET,2,2,0,1,PLDD-UP,2,Potato Early blight | Potato Late blight,1,4,0,0,1,0,0
near_8426e8fbf877a4ec607d,LOW_SAME_TARGET_SAME_SOURCE,4,4,0,1,PLDD-UP,1,Potato Late blight,3,3,3,0,0,0,0
near_846892e14c437575bfce,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,4,1,0,0,0,0
near_846c110fc5ef55967af8,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,2,1,0,0,0,0
near_846ecef02d545ed61c0b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_84814505ddf9dd09387c,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_84a66cde512fa90a3d72,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_84d4938fea07fa3c2754,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_84f227e2b6f188b59c31,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,4,1,0,0,0,0
near_850a98c2707b0a2e574e,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,3,1,0,0,0,0
near_851a4539a7c8a34b6e2b,LOW_SAME_TARGET_SAME_SOURCE,4,4,0,1,PLDD-UP,1,Potato Early blight,4,0,4,0,0,0,0
near_856e03ab195f3456ee5d,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_85948d54702c27c33c05,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_85bdcb755e5738b550ee,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,1,1,0,0,0,0
near_85e95854713cdcf6077a,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn Cercospora leaf spot,1,0,1,0,0,0,0
near_861544b4b85c0d5728bf,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,2,1,0,0,0,0
near_8617a2f61bed8455133b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_86215628e3d34b59f7d9,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_862fa7ef443698ae2847,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_8646f11b148aea1842bd,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,3,1,0,0,0,0
near_864b12be63677d7bf748,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_868963a504268c1b9ad9,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_86b617db7549132e11de,LOW_SAME_TARGET_SAME_SOURCE,4,4,0,1,PLDD-UP,1,Potato healthy,6,0,6,0,0,0,0
near_86bad3c88a5d9e000098,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_86f947a7028ff0816b0d,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,3,1,0,0,0,0
near_87069df12dca8844da29,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
near_8732a35d9fb0b3f2d250,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,3,1,0,0,0,0
near_876ad76fa224bf613241,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_8787e10a03b885fc0d9b,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,3,1,0,0,0,0
near_8797ad067a6a62b20ce4,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,0,1,0,0,0,0
near_879c4035c51f1502b780,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Late blight,1,4,1,0,0,0,0
near_87a05bae673c68476e2a,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_87b114f091fec86f1c94,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,Seasonal Corn Leaf Disease Dataset,1,Corn healthy,1,1,1,0,0,0,0
near_87bb39285f151a10c230,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,1,1,0,0,0,0
near_87bc4459950dd77c90a4,LOW_SAME_TARGET_SAME_SOURCE,4,4,0,1,PLDD-UP,1,Potato Late blight,3,2,3,0,0,0,0
near_87e5961ac33efd653a84,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_87ee51260b8df29e33b3,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,2,1,0,0,0,0
near_8816d110ca1f382f0532,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,3,1,0,0,0,0
near_882865cbd965f221a823,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_8845bc6f99a25c52d304,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_885fc4cf9e6f8cfaebcd,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato healthy,1,0,1,0,0,0,0
near_8870bc3f735257090d9a,LOW_SAME_TARGET_SAME_SOURCE,2,2,0,1,PLDD-UP,1,Potato Early blight,1,4,1,0,0,0,0
